origin_station_id,desti_station_id,count
ST-10,ST-10,63
ST-10,ST-12,6
ST-10,ST-16,4
ST-10,ST-1692,3
ST-10,ST-18,4
ST-10,ST-20,35
ST-10,ST-2152,3
ST-10,ST-2168,12
ST-10,ST-2204,3
ST-10,ST-2905,25
ST-10,ST-2979,6
ST-10,ST-3017,3
ST-10,ST-3140,3
ST-10,ST-32,3
ST-10,ST-339,10
ST-10,ST-342,6
ST-10,ST-4,3
ST-10,ST-5,3
ST-10,ST-7,12
ST-1000,ST-1000,52
ST-1000,ST-1005,7
ST-1000,ST-1523,3
ST-1000,ST-1731,3
ST-1000,ST-1996,12
ST-1000,ST-2005,4
ST-1000,ST-2006,6
ST-1000,ST-2007,7
ST-1000,ST-2011,24
ST-1000,ST-2013,284
ST-1000,ST-2016,3
ST-1000,ST-2396,6
ST-1000,ST-2397,17
ST-1000,ST-2692,9
ST-1000,ST-2765,9
ST-1000,ST-292,3
ST-1000,ST-2920,3
ST-1000,ST-2961,334
ST-1000,ST-3089,6
ST-1000,ST-315,66
ST-1000,ST-3163,11
ST-1000,ST-3182,3
ST-1000,ST-417,3
ST-1000,ST-919,3
ST-1002,ST-1002,167
ST-1002,ST-1006,21
ST-1002,ST-1015,3
ST-1002,ST-1017,31
ST-1002,ST-1019,25
ST-1002,ST-1495,3
ST-1002,ST-1496,9
ST-1002,ST-1506,3
ST-1002,ST-1508,3
ST-1002,ST-1731,211
ST-1002,ST-1994,25
ST-1002,ST-1995,4
ST-1002,ST-1997,6
ST-1002,ST-2003,3
ST-1002,ST-2005,3
ST-1002,ST-2007,3
ST-1002,ST-2011,6
ST-1002,ST-2012,3
ST-1002,ST-2017,3
ST-1002,ST-2398,9
ST-1002,ST-2564,3
ST-1002,ST-2760,21
ST-1002,ST-2761,7
ST-1002,ST-2767,3
ST-1002,ST-2774,13
ST-1002,ST-2811,4
ST-1002,ST-2820,4
ST-1002,ST-2844,12
ST-1002,ST-2887,4
ST-1002,ST-2960,3
ST-1002,ST-309,6
ST-1002,ST-3104,19
ST-1002,ST-311,3
ST-1002,ST-315,9
ST-1002,ST-3163,3
ST-1002,ST-3227,4
ST-1002,ST-431,12
ST-1002,ST-520,4
ST-1002,ST-534,8
ST-1002,ST-535,14
ST-1002,ST-994,21
ST-1002,ST-997,104
ST-1003,ST-1003,45
ST-1003,ST-1645,3
ST-1003,ST-2027,32
ST-1003,ST-2045,3
ST-1003,ST-2054,3
ST-1003,ST-2551,3
ST-1003,ST-2752,6
ST-1003,ST-320,3
ST-1003,ST-524,24
ST-1003,ST-525,3
ST-1003,ST-535,9
ST-1004,ST-1004,31
ST-1004,ST-1007,3
ST-1004,ST-1014,467
ST-1004,ST-1398,3
ST-1004,ST-2008,7
ST-1004,ST-2769,9
ST-1004,ST-2771,40
ST-1004,ST-313,4
ST-1004,ST-316,121
ST-1004,ST-317,43
ST-1004,ST-3224,148
ST-1005,ST-1002,3
ST-1005,ST-1005,136
ST-1005,ST-1008,3
ST-1005,ST-1498,15
ST-1005,ST-1499,8
ST-1005,ST-1523,6
ST-1005,ST-1731,3
ST-1005,ST-1995,20
ST-1005,ST-1996,12
ST-1005,ST-1997,32
ST-1005,ST-2005,55
ST-1005,ST-2011,298
ST-1005,ST-2012,20
ST-1005,ST-2013,7
ST-1005,ST-2014,58
ST-1005,ST-2017,15
ST-1005,ST-2395,12
ST-1005,ST-2396,47
ST-1005,ST-2760,7
ST-1005,ST-2761,7
ST-1005,ST-2765,155
ST-1005,ST-2960,3
ST-1005,ST-311,36
ST-1005,ST-312,3
ST-1005,ST-313,3
ST-1005,ST-315,3
ST-1005,ST-317,102
ST-1005,ST-428,45
ST-1005,ST-919,5
ST-1006,ST-1002,6
ST-1006,ST-1006,126
ST-1006,ST-1015,251
ST-1006,ST-1017,495
ST-1006,ST-1018,6
ST-1006,ST-1350,3
ST-1006,ST-1496,31
ST-1006,ST-1497,6
ST-1006,ST-1731,12
ST-1006,ST-1994,6
ST-1006,ST-1995,16
ST-1006,ST-1996,14
ST-1006,ST-2002,3
ST-1006,ST-2011,19
ST-1006,ST-2761,6
ST-1006,ST-2764,3
ST-1006,ST-2774,42
ST-1006,ST-308,4
ST-1006,ST-3104,48
ST-1006,ST-315,3
ST-1006,ST-431,3
ST-1006,ST-520,4
ST-1006,ST-997,13
ST-1007,ST-1004,4
ST-1007,ST-1007,33
ST-1007,ST-1008,3
ST-1007,ST-1011,3
ST-1007,ST-1065,3
ST-1007,ST-2005,3
ST-1007,ST-2481,4
ST-1007,ST-2767,3
ST-1007,ST-2769,76
ST-1007,ST-2770,6
ST-1007,ST-2771,3
ST-1007,ST-3104,6
ST-1007,ST-3183,5
ST-1007,ST-3215,11
ST-1007,ST-3224,3
ST-1007,ST-524,3
ST-1007,ST-538,6
ST-1007,ST-829,3
ST-1008,ST-1008,12
ST-1008,ST-1398,7
ST-1008,ST-2761,17
ST-1008,ST-2768,3
ST-1008,ST-2770,6
ST-1008,ST-2771,6
ST-1008,ST-313,6
ST-1008,ST-319,3
ST-1010,ST-1004,6
ST-1010,ST-1007,104
ST-1010,ST-1010,63
ST-1010,ST-1012,6
ST-1010,ST-1398,6
ST-1010,ST-1501,3
ST-1010,ST-2003,26
ST-1010,ST-2020,3
ST-1010,ST-2027,30
ST-1010,ST-2486,3
ST-1010,ST-2767,25
ST-1010,ST-2769,9
ST-1010,ST-2770,15
ST-1010,ST-3146,3
ST-1010,ST-319,3
ST-1010,ST-320,16
ST-1010,ST-321,3
ST-1010,ST-3215,3
ST-1010,ST-3276,3
ST-1010,ST-520,3
ST-1010,ST-524,29
ST-1010,ST-525,11
ST-1010,ST-536,3
ST-1010,ST-829,214
ST-1010,ST-993,4
ST-1011,ST-1003,4
ST-1011,ST-1011,33
ST-1011,ST-1065,3
ST-1011,ST-1352,3
ST-1011,ST-2003,3
ST-1011,ST-2045,4
ST-1011,ST-2769,3
ST-1011,ST-3146,3
ST-1011,ST-520,6
ST-1011,ST-524,32
ST-1011,ST-525,6
ST-1011,ST-829,93
ST-1012,ST-1007,4
ST-1012,ST-1012,3
ST-1012,ST-2003,4
ST-1012,ST-2027,26
ST-1012,ST-2551,4
ST-1012,ST-2752,3
ST-1012,ST-2770,3
ST-1012,ST-2947,3
ST-1012,ST-3146,3
ST-1012,ST-320,3
ST-1012,ST-321,3
ST-1012,ST-524,6
ST-1012,ST-535,6
ST-1012,ST-829,3
ST-1013,ST-1013,25
ST-1013,ST-1999,3
ST-1013,ST-2001,3
ST-1013,ST-2487,6
ST-1013,ST-309,3
ST-1013,ST-516,62
ST-1013,ST-517,3
ST-1013,ST-520,3
ST-1014,ST-1004,30
ST-1014,ST-1005,3
ST-1014,ST-1007,12
ST-1014,ST-1014,60
ST-1014,ST-1229,6
ST-1014,ST-1398,146
ST-1014,ST-1498,3
ST-1014,ST-1499,21
ST-1014,ST-1526,4
ST-1014,ST-1993,6
ST-1014,ST-2005,9
ST-1014,ST-2008,335
ST-1014,ST-2011,27
ST-1014,ST-2012,3
ST-1014,ST-2013,3
ST-1014,ST-2395,6
ST-1014,ST-2396,6
ST-1014,ST-2761,9
ST-1014,ST-2765,59
ST-1014,ST-2768,13
ST-1014,ST-2770,15
ST-1014,ST-2771,27
ST-1014,ST-2960,12
ST-1014,ST-2961,3
ST-1014,ST-315,6
ST-1014,ST-316,13
ST-1014,ST-319,15
ST-1014,ST-3215,23
ST-1014,ST-428,3
ST-1014,ST-432,3
ST-1015,ST-1002,7
ST-1015,ST-1006,37
ST-1015,ST-1013,3
ST-1015,ST-1015,158
ST-1015,ST-1017,22
ST-1015,ST-1350,1216
ST-1015,ST-1495,1665
ST-1015,ST-1496,184
ST-1015,ST-1508,5
ST-1015,ST-1994,3
ST-1015,ST-2002,12
ST-1015,ST-2039,3
ST-1015,ST-2773,917
ST-1015,ST-2774,12
ST-1015,ST-2844,9
ST-1015,ST-2920,4
ST-1015,ST-311,3
ST-1015,ST-994,7
ST-1015,ST-997,102
ST-1016,ST-1016,6
ST-1016,ST-1500,3
ST-1016,ST-1996,3
ST-1016,ST-2767,3
ST-1016,ST-2771,18
ST-1016,ST-3104,19
ST-1017,ST-1002,37
ST-1017,ST-1006,246
ST-1017,ST-1015,15
ST-1017,ST-1017,200
ST-1017,ST-1018,12
ST-1017,ST-1400,7
ST-1017,ST-1495,24
ST-1017,ST-1496,13
ST-1017,ST-1497,3
ST-1017,ST-1505,3
ST-1017,ST-1731,86
ST-1017,ST-1736,3
ST-1017,ST-1994,3
ST-1017,ST-1995,79
ST-1017,ST-1996,3
ST-1017,ST-1997,16
ST-1017,ST-2001,9
ST-1017,ST-2007,19
ST-1017,ST-2011,9
ST-1017,ST-2016,22
ST-1017,ST-2017,39
ST-1017,ST-2039,6
ST-1017,ST-2396,3
ST-1017,ST-2398,4
ST-1017,ST-2760,3
ST-1017,ST-2761,6
ST-1017,ST-2773,3
ST-1017,ST-2887,4
ST-1017,ST-2960,3
ST-1017,ST-3059,3
ST-1017,ST-309,3
ST-1017,ST-310,44
ST-1017,ST-3104,6
ST-1017,ST-311,9
ST-1017,ST-312,3
ST-1017,ST-3163,5
ST-1017,ST-431,10
ST-1017,ST-534,3
ST-1017,ST-994,11
ST-1017,ST-997,382
ST-1018,ST-1002,9
ST-1018,ST-1005,6
ST-1018,ST-1006,28
ST-1018,ST-1017,3
ST-1018,ST-1018,152
ST-1018,ST-1495,3
ST-1018,ST-1496,26
ST-1018,ST-1497,4
ST-1018,ST-1731,39
ST-1018,ST-1995,15
ST-1018,ST-1996,4
ST-1018,ST-1997,4
ST-1018,ST-2007,3
ST-1018,ST-2017,7
ST-1018,ST-2398,4
ST-1018,ST-2759,3
ST-1018,ST-309,3
ST-1018,ST-310,9
ST-1018,ST-3163,3
ST-1018,ST-431,8
ST-1018,ST-997,128
ST-1019,ST-1002,10
ST-1019,ST-1019,42
ST-1019,ST-1496,3
ST-1019,ST-1497,3
ST-1019,ST-1531,3
ST-1019,ST-1731,284
ST-1019,ST-1994,3
ST-1019,ST-1995,3
ST-1019,ST-2039,14
ST-1019,ST-2760,3
ST-1019,ST-2879,3
ST-1019,ST-309,4
ST-1019,ST-315,3
ST-1019,ST-3227,3
ST-1019,ST-416,4
ST-102,ST-102,98
ST-102,ST-1378,3
ST-102,ST-1660,6
ST-102,ST-1690,3
ST-102,ST-2308,309
ST-102,ST-2310,3
ST-102,ST-2321,3
ST-102,ST-2546,3
ST-102,ST-257,7
ST-102,ST-258,10
ST-102,ST-259,12
ST-102,ST-2891,4
ST-102,ST-3003,3
ST-102,ST-3012,3
ST-102,ST-3043,3
ST-102,ST-506,3
ST-102,ST-972,12
ST-102,ST-974,3
ST-102,ST-980,9
ST-102,ST-987,12
ST-102,ST-99,5
ST-1020,ST-1020,6
ST-1020,ST-2905,3
ST-1020,ST-455,3
ST-1020,ST-464,3
ST-1024,ST-1024,3
ST-1024,ST-1483,3
ST-1024,ST-1489,4
ST-1025,ST-1025,17
ST-1025,ST-1331,7
ST-1025,ST-2250,3
ST-1025,ST-2264,3
ST-1025,ST-2825,3
ST-1025,ST-455,13
ST-1025,ST-456,3
ST-1025,ST-459,14
ST-1025,ST-460,3
ST-1025,ST-461,3
ST-1025,ST-462,3
ST-1025,ST-464,13
ST-1025,ST-465,7
ST-1025,ST-473,3
ST-1025,ST-479,3
ST-1025,ST-481,6
ST-1027,ST-1027,12
ST-1027,ST-1039,3
ST-1027,ST-453,303
ST-1028,ST-1028,6
ST-1028,ST-1481,232
ST-1028,ST-453,6
ST-1029,ST-1029,6
ST-1029,ST-2250,6
ST-1029,ST-2775,3
ST-1029,ST-2825,10
ST-1029,ST-454,9
ST-1029,ST-455,33
ST-1029,ST-459,9
ST-1029,ST-461,6
ST-1029,ST-465,32
ST-1029,ST-479,21
ST-103,ST-103,39
ST-103,ST-109,3
ST-103,ST-114,3
ST-103,ST-1263,3
ST-103,ST-1690,3
ST-103,ST-2318,3
ST-103,ST-2325,12
ST-103,ST-2331,6
ST-103,ST-2341,3
ST-103,ST-2420,3
ST-103,ST-253,6
ST-103,ST-3043,3
ST-103,ST-361,3
ST-103,ST-368,36
ST-103,ST-375,3
ST-103,ST-445,15
ST-103,ST-446,3
ST-1031,ST-1031,3
ST-1031,ST-1035,3
ST-1031,ST-453,6
ST-1032,ST-1032,6
ST-1032,ST-1482,15
ST-1032,ST-2470,15
ST-1033,ST-1033,3
ST-1033,ST-1035,105
ST-1033,ST-1483,3
ST-1033,ST-2264,3
ST-1033,ST-3028,4
ST-1034,ST-1034,13
ST-1034,ST-2147,3
ST-1034,ST-2157,3
ST-1034,ST-2207,16
ST-1034,ST-226,59
ST-1034,ST-2905,3
ST-1034,ST-349,9
ST-1035,ST-1033,13
ST-1035,ST-1035,7
ST-1035,ST-1038,12
ST-1035,ST-2242,3
ST-1035,ST-2264,6
ST-1035,ST-2824,3
ST-1035,ST-455,8
ST-1035,ST-456,4
ST-1036,ST-1025,3
ST-1036,ST-1032,3
ST-1036,ST-1036,26
ST-1036,ST-1484,13
ST-1036,ST-2252,3
ST-1036,ST-2264,18
ST-1036,ST-2470,3
ST-1036,ST-454,65
ST-1036,ST-455,3
ST-1036,ST-461,3
ST-1036,ST-478,3
ST-1036,ST-479,9
ST-1036,ST-480,3
ST-1038,ST-1035,330
ST-1038,ST-454,3
ST-1039,ST-1035,52
ST-1039,ST-1039,6
ST-1039,ST-471,3
ST-1040,ST-1040,170
ST-1040,ST-1042,24
ST-1040,ST-1052,19
ST-1040,ST-1056,8
ST-1040,ST-1058,3
ST-1040,ST-1371,18
ST-1040,ST-1595,3
ST-1040,ST-1598,224
ST-1040,ST-1622,37
ST-1040,ST-1833,10
ST-1040,ST-1835,3
ST-1040,ST-1845,3
ST-1040,ST-1850,801
ST-1040,ST-2424,3
ST-1040,ST-2568,4
ST-1040,ST-2696,3
ST-1040,ST-2697,33
ST-1040,ST-2739,10
ST-1040,ST-2854,49
ST-1040,ST-2909,221
ST-1040,ST-2966,92
ST-1040,ST-3087,163
ST-1040,ST-500,50
ST-1040,ST-504,24
ST-1041,ST-1041,257
ST-1041,ST-1045,6
ST-1041,ST-1046,82
ST-1041,ST-1047,3
ST-1041,ST-1070,3
ST-1041,ST-1083,12
ST-1041,ST-1087,3
ST-1041,ST-1092,21
ST-1041,ST-1408,3
ST-1041,ST-1409,3
ST-1041,ST-1420,19
ST-1041,ST-1580,33
ST-1041,ST-1626,3
ST-1041,ST-1681,9
ST-1041,ST-1687,27
ST-1041,ST-1719,4
ST-1041,ST-1720,3
ST-1041,ST-1730,6
ST-1041,ST-1796,3
ST-1041,ST-1838,11
ST-1041,ST-1848,9
ST-1041,ST-1878,11
ST-1041,ST-2574,274
ST-1041,ST-2592,10
ST-1041,ST-2608,6
ST-1041,ST-2732,3
ST-1041,ST-2738,3
ST-1041,ST-2740,6
ST-1041,ST-2742,3
ST-1041,ST-2748,12
ST-1041,ST-2749,3
ST-1041,ST-2876,3
ST-1041,ST-3070,3
ST-1041,ST-3131,3
ST-1041,ST-3151,3
ST-1041,ST-492,3
ST-1041,ST-493,32
ST-1041,ST-494,6
ST-1041,ST-497,6
ST-1041,ST-502,33
ST-1041,ST-503,12
ST-1041,ST-542,6
ST-1041,ST-547,3
ST-1041,ST-840,3
ST-1041,ST-895,3
ST-1041,ST-896,3
ST-1042,ST-1040,12
ST-1042,ST-1042,12
ST-1042,ST-1044,4
ST-1042,ST-1061,7
ST-1042,ST-2854,9
ST-1042,ST-3087,3
ST-1042,ST-504,3
ST-1042,ST-830,4
ST-1044,ST-1042,4
ST-1044,ST-1044,22
ST-1044,ST-1053,8
ST-1044,ST-1061,15
ST-1044,ST-1764,75
ST-1044,ST-1843,9
ST-1044,ST-2738,3
ST-1044,ST-2742,3
ST-1044,ST-2747,3
ST-1044,ST-2748,7
ST-1044,ST-2751,10
ST-1044,ST-3069,4
ST-1044,ST-494,3
ST-1044,ST-505,3
ST-1045,ST-1041,12
ST-1045,ST-1045,57
ST-1045,ST-1046,27
ST-1045,ST-1083,29
ST-1045,ST-1087,3
ST-1045,ST-1420,5
ST-1045,ST-1684,3
ST-1045,ST-2574,15
ST-1045,ST-2592,3
ST-1045,ST-2748,3
ST-1045,ST-2876,3
ST-1045,ST-3070,3
ST-1045,ST-492,3
ST-1045,ST-493,3
ST-1045,ST-495,3
ST-1045,ST-497,3
ST-1046,ST-1041,53
ST-1046,ST-1045,41
ST-1046,ST-1046,95
ST-1046,ST-1047,3
ST-1046,ST-1061,9
ST-1046,ST-1083,3
ST-1046,ST-1092,3
ST-1046,ST-1409,3
ST-1046,ST-1420,9
ST-1046,ST-1580,3
ST-1046,ST-1627,3
ST-1046,ST-1684,35
ST-1046,ST-1687,3
ST-1046,ST-1838,6
ST-1046,ST-1839,6
ST-1046,ST-1841,3
ST-1046,ST-1842,3
ST-1046,ST-2574,10
ST-1046,ST-2732,3
ST-1046,ST-2740,98
ST-1046,ST-2748,11
ST-1046,ST-2749,3
ST-1046,ST-3070,32
ST-1046,ST-3131,3
ST-1046,ST-3148,9
ST-1046,ST-3150,3
ST-1046,ST-388,3
ST-1046,ST-488,3
ST-1046,ST-492,3
ST-1046,ST-495,18
ST-1046,ST-497,9
ST-1046,ST-501,6
ST-1046,ST-502,45
ST-1046,ST-503,33
ST-1046,ST-541,9
ST-1047,ST-1046,3
ST-1047,ST-1047,68
ST-1047,ST-1420,3
ST-1047,ST-1580,3
ST-1047,ST-1687,26
ST-1047,ST-1719,3
ST-1047,ST-1720,3
ST-1047,ST-1839,3
ST-1047,ST-254,3
ST-1047,ST-2574,21
ST-1047,ST-2592,13
ST-1047,ST-497,3
ST-1047,ST-502,3
ST-1047,ST-541,3
ST-1047,ST-891,3
ST-1048,ST-1048,3
ST-1048,ST-2609,9
ST-1048,ST-3098,3
ST-1048,ST-492,6
ST-1048,ST-493,5
ST-1049,ST-1048,3
ST-1049,ST-1049,19
ST-1049,ST-1061,3
ST-1049,ST-488,15
ST-1049,ST-492,70
ST-105,ST-103,9
ST-105,ST-105,61
ST-105,ST-109,6
ST-105,ST-112,39
ST-105,ST-1193,3
ST-105,ST-1690,12
ST-105,ST-2310,21
ST-105,ST-2318,3
ST-105,ST-2321,3
ST-105,ST-2331,7
ST-105,ST-2341,6
ST-105,ST-2467,24
ST-105,ST-3002,3
ST-105,ST-3043,57
ST-105,ST-3044,1100
ST-105,ST-3120,15
ST-105,ST-3136,3
ST-105,ST-361,12
ST-105,ST-364,1304
ST-105,ST-371,140
ST-105,ST-446,3
ST-105,ST-99,3
ST-1050,ST-1048,3
ST-1050,ST-1050,27
ST-1050,ST-1053,3
ST-1050,ST-1061,3
ST-1050,ST-1832,3
ST-1050,ST-1833,3
ST-1050,ST-1840,3
ST-1050,ST-1844,3
ST-1050,ST-3085,142
ST-1050,ST-488,3
ST-1050,ST-492,15
ST-1051,ST-1040,6
ST-1051,ST-1061,3
ST-1051,ST-1833,3
ST-1051,ST-1844,13
ST-1051,ST-2739,4
ST-1051,ST-493,5
ST-1052,ST-1040,3
ST-1052,ST-1048,3
ST-1052,ST-1050,3
ST-1052,ST-1052,31
ST-1052,ST-1061,3
ST-1052,ST-1421,3
ST-1052,ST-1762,3
ST-1052,ST-1833,3
ST-1052,ST-1844,15
ST-1052,ST-1845,4
ST-1052,ST-1850,12
ST-1052,ST-3085,9
ST-1052,ST-3087,6
ST-1052,ST-488,7
ST-1052,ST-499,3
ST-1053,ST-1053,26
ST-1053,ST-1061,3
ST-1053,ST-1620,3
ST-1053,ST-1626,3
ST-1053,ST-1762,3
ST-1053,ST-1766,7
ST-1053,ST-1835,3
ST-1053,ST-1844,3
ST-1053,ST-1845,3
ST-1053,ST-1846,6
ST-1053,ST-1850,6
ST-1053,ST-2802,3
ST-1053,ST-3085,6
ST-1053,ST-3087,3
ST-1053,ST-490,3
ST-1053,ST-499,6
ST-1054,ST-1054,3
ST-1054,ST-2696,3
ST-1055,ST-1850,6
ST-1056,ST-1056,7
ST-1058,ST-1040,3
ST-1058,ST-1058,9
ST-1058,ST-1620,6
ST-1058,ST-1831,3
ST-1058,ST-1833,3
ST-1058,ST-2736,3
ST-1058,ST-3098,3
ST-1058,ST-3147,3
ST-1059,ST-1597,3
ST-1059,ST-1850,9
ST-1059,ST-3087,7
ST-106,ST-106,153
ST-106,ST-108,7
ST-106,ST-109,3
ST-106,ST-111,3
ST-106,ST-112,3
ST-106,ST-1191,6
ST-106,ST-1193,3
ST-106,ST-1195,7
ST-106,ST-1199,10
ST-106,ST-1660,3
ST-106,ST-1661,12
ST-106,ST-1690,15
ST-106,ST-2330,7
ST-106,ST-2331,3
ST-106,ST-2334,3
ST-106,ST-2341,15
ST-106,ST-2891,3
ST-106,ST-3003,3
ST-106,ST-3044,9
ST-106,ST-3136,7
ST-106,ST-360,3
ST-106,ST-361,3
ST-106,ST-362,375
ST-106,ST-364,6
ST-106,ST-368,4
ST-106,ST-375,3
ST-106,ST-446,59
ST-106,ST-506,892
ST-106,ST-99,20
ST-1061,ST-1040,3
ST-1061,ST-1042,3
ST-1061,ST-1043,6
ST-1061,ST-1044,3
ST-1061,ST-1045,3
ST-1061,ST-1046,3
ST-1061,ST-1050,3
ST-1061,ST-1053,9
ST-1061,ST-1058,3
ST-1061,ST-1061,189
ST-1061,ST-1369,9
ST-1061,ST-1370,25
ST-1061,ST-1620,3
ST-1061,ST-1621,7
ST-1061,ST-1626,3
ST-1061,ST-1687,3
ST-1061,ST-1833,9
ST-1061,ST-1834,33
ST-1061,ST-1835,59
ST-1061,ST-1836,53
ST-1061,ST-1837,21
ST-1061,ST-1838,3
ST-1061,ST-1839,7
ST-1061,ST-1842,11
ST-1061,ST-2732,3
ST-1061,ST-2742,3
ST-1061,ST-2747,77
ST-1061,ST-2748,8
ST-1061,ST-2749,193
ST-1061,ST-2750,4
ST-1061,ST-2751,9
ST-1061,ST-3085,18
ST-1061,ST-3098,3
ST-1061,ST-3151,3
ST-1061,ST-486,6
ST-1061,ST-488,14
ST-1061,ST-493,9
ST-1061,ST-494,37
ST-1061,ST-495,39
ST-1061,ST-501,7
ST-1061,ST-502,6
ST-1061,ST-505,3
ST-1062,ST-1062,72
ST-1062,ST-1063,6
ST-1062,ST-1064,6
ST-1062,ST-1065,9
ST-1062,ST-1253,3
ST-1062,ST-1254,6
ST-1062,ST-1338,3
ST-1062,ST-1402,3
ST-1062,ST-1645,121
ST-1062,ST-1647,133
ST-1062,ST-1688,16
ST-1062,ST-1715,22
ST-1062,ST-2026,10
ST-1062,ST-2031,19
ST-1062,ST-2033,6
ST-1062,ST-2036,12
ST-1062,ST-2037,7
ST-1062,ST-2045,13
ST-1062,ST-2047,7
ST-1062,ST-2052,3
ST-1062,ST-2476,4
ST-1062,ST-2482,12
ST-1062,ST-2484,5
ST-1062,ST-2569,3
ST-1062,ST-2611,6
ST-1062,ST-2627,3
ST-1062,ST-2789,3
ST-1062,ST-2831,3
ST-1062,ST-2832,3
ST-1062,ST-2858,3
ST-1062,ST-2871,6
ST-1062,ST-2883,18
ST-1062,ST-2884,29
ST-1062,ST-2889,6
ST-1062,ST-3031,3
ST-1062,ST-3145,3
ST-1062,ST-508,3
ST-1062,ST-510,7
ST-1062,ST-513,6
ST-1062,ST-522,3
ST-1062,ST-831,3
ST-1062,ST-834,4
ST-1063,ST-1062,16
ST-1063,ST-1063,80
ST-1063,ST-1065,7
ST-1063,ST-1253,218
ST-1063,ST-1254,16
ST-1063,ST-1514,6
ST-1063,ST-1645,19
ST-1063,ST-1647,31
ST-1063,ST-1688,10
ST-1063,ST-1718,42
ST-1063,ST-1727,21
ST-1063,ST-2022,3
ST-1063,ST-2031,546
ST-1063,ST-2032,15
ST-1063,ST-2033,6
ST-1063,ST-2034,3
ST-1063,ST-2035,12
ST-1063,ST-2036,3
ST-1063,ST-2044,3
ST-1063,ST-2045,22
ST-1063,ST-2046,6
ST-1063,ST-2048,3
ST-1063,ST-2050,3
ST-1063,ST-2052,41
ST-1063,ST-2056,3
ST-1063,ST-2411,1022
ST-1063,ST-2412,3
ST-1063,ST-2477,9
ST-1063,ST-2482,11
ST-1063,ST-2486,27
ST-1063,ST-2569,3
ST-1063,ST-2789,83
ST-1063,ST-2831,350
ST-1063,ST-2858,319
ST-1063,ST-2888,10
ST-1063,ST-2889,272
ST-1063,ST-2890,3
ST-1063,ST-2945,327
ST-1063,ST-2965,94
ST-1063,ST-3145,3
ST-1063,ST-510,7
ST-1063,ST-512,9
ST-1063,ST-513,293
ST-1063,ST-828,3
ST-1063,ST-975,9
ST-1064,ST-1010,3
ST-1064,ST-1062,9
ST-1064,ST-1064,278
ST-1064,ST-1065,26
ST-1064,ST-1252,3
ST-1064,ST-1352,1848
ST-1064,ST-1514,169
ST-1064,ST-1519,6
ST-1064,ST-1645,21
ST-1064,ST-1647,3
ST-1064,ST-1676,8
ST-1064,ST-1688,6
ST-1064,ST-1694,3
ST-1064,ST-1710,118
ST-1064,ST-1714,6
ST-1064,ST-1718,965
ST-1064,ST-1727,6
ST-1064,ST-2031,229
ST-1064,ST-2034,15
ST-1064,ST-2035,3
ST-1064,ST-2036,7
ST-1064,ST-2037,6
ST-1064,ST-2044,4
ST-1064,ST-2045,3
ST-1064,ST-2046,3
ST-1064,ST-2047,15
ST-1064,ST-2050,12
ST-1064,ST-2056,55
ST-1064,ST-2058,6
ST-1064,ST-2412,568
ST-1064,ST-2419,520
ST-1064,ST-2482,3
ST-1064,ST-2486,6
ST-1064,ST-2556,3
ST-1064,ST-2611,3
ST-1064,ST-2752,3
ST-1064,ST-2890,3
ST-1064,ST-2965,32
ST-1064,ST-3031,4
ST-1064,ST-3145,6
ST-1064,ST-514,3
ST-1064,ST-522,3
ST-1064,ST-835,9
ST-1064,ST-975,3
ST-1065,ST-1062,110
ST-1065,ST-1064,9
ST-1065,ST-1065,573
ST-1065,ST-1067,3
ST-1065,ST-1069,12
ST-1065,ST-1251,324
ST-1065,ST-1253,6
ST-1065,ST-1254,3
ST-1065,ST-1351,251
ST-1065,ST-1352,15
ST-1065,ST-1402,13
ST-1065,ST-1510,13
ST-1065,ST-1512,6
ST-1065,ST-1514,6
ST-1065,ST-1517,45
ST-1065,ST-1518,3
ST-1065,ST-1519,39
ST-1065,ST-1645,56
ST-1065,ST-1646,7
ST-1065,ST-1647,5
ST-1065,ST-1676,3
ST-1065,ST-1688,364
ST-1065,ST-1689,33
ST-1065,ST-1694,17
ST-1065,ST-1710,31
ST-1065,ST-1711,30
ST-1065,ST-1712,312
ST-1065,ST-1727,6
ST-1065,ST-2018,3
ST-1065,ST-2020,18
ST-1065,ST-2023,3
ST-1065,ST-2024,13
ST-1065,ST-2026,3
ST-1065,ST-2029,18
ST-1065,ST-2031,194
ST-1065,ST-2033,557
ST-1065,ST-2034,40
ST-1065,ST-2035,23
ST-1065,ST-2036,94
ST-1065,ST-2037,510
ST-1065,ST-2041,88
ST-1065,ST-2042,6
ST-1065,ST-2044,3
ST-1065,ST-2045,39
ST-1065,ST-2046,3
ST-1065,ST-2047,7
ST-1065,ST-2048,6
ST-1065,ST-2049,22
ST-1065,ST-2050,21
ST-1065,ST-2052,3
ST-1065,ST-2054,3
ST-1065,ST-2056,75
ST-1065,ST-2057,3
ST-1065,ST-2058,9
ST-1065,ST-2059,18
ST-1065,ST-2411,15
ST-1065,ST-2481,3
ST-1065,ST-2482,3
ST-1065,ST-2483,3
ST-1065,ST-2486,10
ST-1065,ST-2487,12
ST-1065,ST-2489,3
ST-1065,ST-2491,29
ST-1065,ST-2555,6
ST-1065,ST-2557,153
ST-1065,ST-2611,11
ST-1065,ST-2613,3
ST-1065,ST-2789,3
ST-1065,ST-2790,18
ST-1065,ST-2831,9
ST-1065,ST-2832,3
ST-1065,ST-2858,12
